Juventus;Chievo;09/09/2017;1,18;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Juventus;Chievo;09/09/2017;6,5;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Juventus;Chievo;09/09/2017;17,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Sampdoria;Roma;09/09/2017;3,8;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Sampdoria;Roma;09/09/2017;4,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Sampdoria;Roma;09/09/2017;1,85;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Inter;Spal;10/09/2017;1,2;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Inter;Spal;10/09/2017;6,5;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Inter;Spal;10/09/2017;13,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Atalanta;Sassuolo;10/09/2017;1,65;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Atalanta;Sassuolo;10/09/2017;4,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Atalanta;Sassuolo;10/09/2017;5,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Cagliari;Crotone;10/09/2017;1,75;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Cagliari;Crotone;10/09/2017;3,75;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Cagliari;Crotone;10/09/2017;4,5;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Lazio;Milan;10/09/2017;2,3;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Lazio;Milan;10/09/2017;3,6;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Lazio;Milan;10/09/2017;2,87;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Udinese;Genoa;10/09/2017;2,2;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Udinese;Genoa;10/09/2017;3,3;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Udinese;Genoa;10/09/2017;3,3;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Verona;Fiorentina;10/09/2017;3,2;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Verona;Fiorentina;10/09/2017;3,3;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Verona;Fiorentina;10/09/2017;2,25;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Benevento;Torino;10/09/2017;4,2;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Benevento;Torino;10/09/2017;3,75;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Benevento;Torino;10/09/2017;1,8;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Bologna;Napoli;10/09/2017;9,0;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Bologna;Napoli;10/09/2017;4,8;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Bologna;Napoli;10/09/2017;1,35;01-09-2017 23:27:13;A;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
ManCity;Liverpool;09/09/2017;1,85;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
ManCity;Liverpool;09/09/2017;4,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
ManCity;Liverpool;09/09/2017;3,75;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Arsenal;Bournemouth;09/09/2017;1,36;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Arsenal;Bournemouth;09/09/2017;5,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Arsenal;Bournemouth;09/09/2017;8,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Brighton;WBA;09/09/2017;2,6;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Brighton;WBA;09/09/2017;2,9;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Brighton;WBA;09/09/2017;3,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Everton;Tottenham;09/09/2017;3,4;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Everton;Tottenham;09/09/2017;3,3;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Everton;Tottenham;09/09/2017;2,15;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Leicester;Chelsea;09/09/2017;4,2;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Leicester;Chelsea;09/09/2017;3,75;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Leicester;Chelsea;09/09/2017;1,8;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Southampton;Watford;09/09/2017;1,66;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Southampton;Watford;09/09/2017;3,6;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Southampton;Watford;09/09/2017;5,5;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
StokeCity;ManUtd;09/09/2017;7,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
StokeCity;ManUtd;09/09/2017;4,0;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
StokeCity;ManUtd;09/09/2017;1,5;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Burnley;CrystalPalace;10/09/2017;2,4;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Burnley;CrystalPalace;10/09/2017;3,1;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Burnley;CrystalPalace;10/09/2017;3,1;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Swansea;Newcastle;10/09/2017;2,3;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Swansea;Newcastle;10/09/2017;3,2;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Swansea;Newcastle;10/09/2017;3,2;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
WestHam;Huddersfield;11/09/2017;1,83;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
WestHam;Huddersfield;11/09/2017;3,5;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
WestHam;Huddersfield;11/09/2017;4,4;01-09-2017 23:27:14;PL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Amburgo;RBLipsia;08/09/2017;3,8;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Amburgo;RBLipsia;08/09/2017;3,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Amburgo;RBLipsia;08/09/2017;1,95;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Augsburg;FCColonia;09/09/2017;2,45;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Augsburg;FCColonia;09/09/2017;3,25;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Augsburg;FCColonia;09/09/2017;2,9;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Friburgo;Dortmund;09/09/2017;7,0;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Friburgo;Dortmund;09/09/2017;4,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Friburgo;Dortmund;09/09/2017;1,44;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
M'gladbach;EintrachtFrankfurt;09/09/2017;1,83;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
M'gladbach;EintrachtFrankfurt;09/09/2017;3,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
M'gladbach;EintrachtFrankfurt;09/09/2017;4,4;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Mainz;Leverkusen;09/09/2017;2,8;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Mainz;Leverkusen;09/09/2017;3,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Mainz;Leverkusen;09/09/2017;2,4;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Wolfsburg;Hannover;09/09/2017;1,85;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Wolfsburg;Hannover;09/09/2017;3,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Wolfsburg;Hannover;09/09/2017;4,33;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
1899Hoffenheim;BayernMunich;09/09/2017;6,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
1899Hoffenheim;BayernMunich;09/09/2017;4,75;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
1899Hoffenheim;BayernMunich;09/09/2017;1,44;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
HerthaBerlino;WerderBrema;10/09/2017;1,95;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
HerthaBerlino;WerderBrema;10/09/2017;3,6;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
HerthaBerlino;WerderBrema;10/09/2017;3,75;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Schalke04;Stoccarda;10/09/2017;1,85;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Schalke04;Stoccarda;10/09/2017;3,5;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Schalke04;Stoccarda;10/09/2017;4,33;01-09-2017 23:27:15;BL;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Leganes;Getafe;08/09/2017;2,0;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Leganes;Getafe;08/09/2017;3,0;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Leganes;Getafe;08/09/2017;4,4;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
RealMadrid;Levante;09/09/2017;1,07;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
RealMadrid;Levante;09/09/2017;12,0;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
RealMadrid;Levante;09/09/2017;23,0;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Valencia;AtleticoMadrid;09/09/2017;3,5;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Valencia;AtleticoMadrid;09/09/2017;3,25;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Valencia;AtleticoMadrid;09/09/2017;2,15;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Siviglia;Eibar;09/09/2017;1,7;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Siviglia;Eibar;09/09/2017;3,8;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Siviglia;Eibar;09/09/2017;4,8;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Barcellona;Espanyol;09/09/2017;1,16;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Barcellona;Espanyol;09/09/2017;7,5;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Barcellona;Espanyol;09/09/2017;15,0;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
DeportivoLaCoruna;RealSociedad;10/09/2017;2,87;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
DeportivoLaCoruna;RealSociedad;10/09/2017;3,3;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
DeportivoLaCoruna;RealSociedad;10/09/2017;2,45;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
AthleticBilbao;Girona;10/09/2017;1,8;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
AthleticBilbao;Girona;10/09/2017;3,5;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
AthleticBilbao;Girona;10/09/2017;4,6;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
CeltaVigo;Alaves;10/09/2017;1,75;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
CeltaVigo;Alaves;10/09/2017;3,6;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
CeltaVigo;Alaves;10/09/2017;4,8;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Villarreal;BetisSiviglia;10/09/2017;1,85;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Villarreal;BetisSiviglia;10/09/2017;3,6;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Villarreal;BetisSiviglia;10/09/2017;4,2;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Malaga;LasPalmas;11/09/2017;2,05;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Malaga;LasPalmas;11/09/2017;3,6;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Malaga;LasPalmas;11/09/2017;3,4;01-09-2017 23:27:15;LIGA;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Lille;Bordeaux;08/09/2017;2,5;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Lille;Bordeaux;08/09/2017;3,2;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Lille;Bordeaux;08/09/2017;2,87;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
MetzFC;PSG;08/09/2017;21,0;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
MetzFC;PSG;08/09/2017;9,5;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
MetzFC;PSG;08/09/2017;1,1;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
Nizza;Monaco;09/09/2017;4,2;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;1;CALCIO;
Nizza;Monaco;09/09/2017;3,75;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;X;CALCIO;
Nizza;Monaco;09/09/2017;1,8;01-09-2017 23:27:16;L1;WHILL;ESITO1X2;JAVA_WEB_APP;2;CALCIO;
